Label,Notation,Parent Notation,Sort Priority
Isle of Anglesey,0,33,
Gwynedd,2,33,
Conwy,4,33,
Denbighshire,6,33,
Flintshire,8,33,
Wrexham,10,33,
Powys,12,34,
Ceredigion,14,34,
Pembrokeshire,16,34,
Carmarthenshire,18,34,
Swansea,20,34,
Neath Port Talbot,22,34,
Bridgend,24,35,
Vale of Glamorgan,26,35,
Rhondda Cynon Taf,28,35,
Merthyr Tydfil,30,35,
Caerphilly,32,35,
Blaenau Gwent,33,35,
Torfaen,34,35,
Monmouthshire,36,35,
Newport,38,35,
Cardiff,40,35,
Wales,88,,
