Label,Notation,Parent Notation,Sort Priority
right to buy (old terms),right-to-buy-old-terms,,1
right to buy (modernised terms),right-to-buy-modernised-terms,,2
rent to mortgage,rent-to-mortgage,,3
voluntary sales,voluntary-sales,,4
Not Applicable,not-applicable,,5
