Label,Notation,Parent Notation,Sort Priority
Existing lets,existing-lets,,1
Mutual exchanges,mutual-exchanges,,2
New lets,new-lets,,3
Total lets,total-lets,,4
Total of stock (at year end),total-of-stock-at-year-end,,5
